pelvis,shoulder,elbow,wrist,x,y,z
-1.1700000000000002,-0.32000000000000006,-0.8200000000000001,1.57,-0.17798454748086198,-0.2768265445480042,0.2029181276252644
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,0.0,-0.22861795686720138,-0.39632043329169303,0.43451765790329705
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,0.25,-0.2315492520468921,-0.40323823448900636,0.37572528057764154
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,0.5,-0.22871448193860905,-0.3965482306350589,0.31690181567369674
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,0.75,-0.2202898988176994,-0.37666637376698203,0.26170462133236766
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,1.0,-0.2067993024588158,-0.3448288214486235,0.21356559175453188
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,1.25,-0.18908147280291238,-0.3030150784804608,0.17547777864173852
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,1.5,-0.16823801868307967,-0.2538249208786809,0.1498092977380164
-1.1700000000000002,-0.32000000000000006,-0.5700000000000001,1.57,-0.16201472655058766,-0.23913806911988733,0.14508578900535612
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,0.0,-0.23342922705664382,-0.40767493996428084,0.3373776668931905
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,0.25,-0.23059445694836075,-0.4009849361103333,0.2785542019892457
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,0.5,-0.222169873827451,-0.3811030792422563,0.22335700764791666
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,0.75,-0.20867927746856757,-0.34926552692389806,0.17521797807008083
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,1.0,-0.19096144781266403,-0.307451783955735,0.13713016495728755
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,1.25,-0.17011799369283132,-0.2582616263539553,0.11146168405356521
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,1.5,-0.1474448601326111,-0.2047534598695805,0.09980847717824066
-1.1700000000000002,-0.32000000000000006,-0.32000000000000006,1.57,-0.14095909806379064,-0.18944718402399702,0.09917814042364882
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,0.0,-0.2287144819386091,-0.396548230635059,0.24020658830479466
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,0.25,-0.22028989881769934,-0.3766663737669819,0.18500939396346558
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,0.5,-0.20679930245881584,-0.3448288214486236,0.13687036438562986
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,0.75,-0.18908147280291243,-0.30301507848046083,0.09878255127283649
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,1.0,-0.16823801868307958,-0.25382492087868075,0.07311407036911426
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,1.25,-0.14556488512285942,-0.20031675439430607,0.061460863493789486
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,1.5,-0.12247177775148838,-0.14581745765674203,0.06454747060897995
-1.1700000000000002,-0.32000000000000006,-0.07000000000000006,1.57,-0.11612679901850068,-0.13084342782170477,0.0680494971188706
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,0.0,-0.2147668615290397,-0.3636321101987776,0.14904604916426514
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,0.25,-0.20127626517015623,-0.3317945578804193,0.10090701958642939
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,0.5,-0.18355843551425274,-0.28998081491225636,0.06281920647363613
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,0.75,-0.16271498139442006,-0.24079065731047666,0.03715072556991375
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,1.0,-0.14004184783419973,-0.18728249082610166,0.025497518694589185
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,1.25,-0.11694874046282874,-0.13278319408853773,0.028584125809779405
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,1.5,-0.09487147684701089,-0.08068126940587213,0.046218636634800955
-1.1700000000000002,-0.32000000000000006,0.17999999999999994,1.57,-0.08906178149606804,-0.06697049823098875,0.05363528736257886
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,0.0,-0.19245356131080107,-0.31097314359752626,0.06956397026646412
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,0.25,-0.17473573165489759,-0.26915940062936333,0.03147615715367077
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,0.5,-0.15389227753506488,-0.21996924302758347,0.005807676249948556
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,0.75,-0.13121914397484463,-0.16646107654320874,-0.005845530625376228
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,1.0,-0.10812603660347359,-0.11196177980564466,-0.002758923510185751
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,1.25,-0.08604877298765576,-0.0598598551229791,0.01487558731483557
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,1.5,-0.06636001044953405,-0.013394747820408934,0.045961573377953535
-1.1700000000000002,-0.32000000000000006,0.42999999999999994,1.57,-0.061446817198755485,-0.0017997046502926523,0.0568317169033295
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,0.0,-0.16316191421875006,-0.241845410325011,0.0067021623120636226
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,0.25,-0.14231846009891733,-0.19265525272323114,-0.018966318591658735
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,0.5,-0.11964532653869706,-0.13914708623885624,-0.030619525466983367
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,0.75,-0.09655221916732609,-0.08464778950129233,-0.02753291835179317
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,1.0,-0.07447495555150818,-0.03254586481862662,-0.00989840752677153
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,1.25,-0.05478619301338644,0.01391924248394362,0.021187578536346178
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,1.5,-0.03871008344660962,0.05185855708443457,0.06379226378668261
-1.1700000000000002,-0.32000000000000006,0.6799999999999999,1.57,-0.03499887085566397,0.060616948625144856,0.0774400472339333
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,0.0,-0.12871313299728307,-0.16054693802138137,-0.03563093194655059
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,0.25,-0.1060399994370628,-0.10703877153700651,-0.04728413882187529
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,0.5,-0.08294689206569181,-0.0525394747994425,-0.04419753170668489
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,0.75,-0.060869628449873966,-0.00043755011677697186,-0.026563020881663606
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,1.0,-0.0411808659117522,0.04602755718579332,0.004522965181454459
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,1.25,-0.025104756344975342,0.08396687178628436,0.04712765043179065
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,1.5,-0.013640834379034267,0.11102151085892156,0.0986020818929192
-1.1700000000000002,-0.32000000000000006,0.9299999999999999,1.57,-0.011362347671860458,0.11639869640480456,0.11417895218925951
-1.1700000000000002,-0.32000000000000006,1.05,0.0,-0.11096602064646796,-0.11866408844692254,-0.047832503957546554
-1.1700000000000002,-0.32000000000000006,1.05,0.25,-0.08791166410603783,-0.06425624293765411,-0.05244499655749539
-1.1700000000000002,-0.32000000000000006,1.05,0.5,-0.06512879050189162,-0.010489092024647165,-0.042294811856038075
-1.1700000000000002,-0.32000000000000006,1.05,0.75,-0.04403392856768002,0.03929438326529111,-0.018013039176290917
-1.1700000000000002,-0.32000000000000006,1.05,1.0,-0.02593865464716895,0.08199888756097644,0.018890598463374902
-1.1700000000000002,-0.32000000000000006,1.05,1.25,-0.011968045229700838,0.11496926162120832,0.06612161161438827
-1.1700000000000002,-0.32000000000000006,1.05,1.5,-0.002990725143306845,0.13615556727633304,0.12074340463871448
-1.1700000000000002,-0.32000000000000006,1.05,1.57,-0.0014561559108477937,0.1397771216483446,0.13690737554626015
-1.1700000000000002,-0.07000000000000006,-1.57,0.0,-0.07558944506249834,-0.0351760389911009,0.7363598098807708
-1.1700000000000002,-0.07000000000000006,-1.57,0.25,-0.09828150502420699,-0.08872887142511614,0.7249511881661737
-1.1700000000000002,-0.07000000000000006,-1.57,0.5,-0.11916690576964459,-0.13801802227017057,0.6995076872059243
-1.1700000000000002,-0.07000000000000006,-1.57,0.75,-0.1369470942372545,-0.17997893085484135,0.6616112606561367
-1.1700000000000002,-0.07000000000000006,-1.57,1.0,-0.15051658442506405,-0.21200267111769144,0.6136181247713173
-1.1700000000000002,-0.07000000000000006,-1.57,1.25,-0.15903169115595295,-0.23209816199364242,0.5585122602898086
-1.1700000000000002,-0.07000000000000006,-1.57,1.5,-0.16196298633564363,-0.2390159631909557,0.4997198829641531
-1.1700000000000002,-0.07000000000000006,-1.57,1.57,-0.16174951257240278,-0.23851216914620227,0.48309324365214823
-1.1700000000000002,-0.07000000000000006,-1.32,0.0,-0.11307242844847909,-0.1236351710303968,0.717432081242661
-1.1700000000000002,-0.07000000000000006,-1.32,0.25,-0.13395782919391672,-0.17292432187545131,0.6919885802824117
-1.1700000000000002,-0.07000000000000006,-1.32,0.5,-0.15173801766152661,-0.21488523046012203,0.6540921537326241
-1.1700000000000002,-0.07000000000000006,-1.32,0.75,-0.16530750784933623,-0.24690897072297224,0.6060990178478051
-1.1700000000000002,-0.07000000000000006,-1.32,1.0,-0.17382261458022508,-0.26700446159892316,0.550993153366296
-1.1700000000000002,-0.07000000000000006,-1.32,1.25,-0.17675390975991584,-0.27392226279623655,0.4922007760406406
-1.1700000000000002,-0.07000000000000006,-1.32,1.5,-0.17391913965163275,-0.26723225894228897,0.43337731113669586
-1.1700000000000002,-0.07000000000000006,-1.32,1.57,-0.17210741472385838,-0.2629566223699659,0.4174029222912306
-1.1700000000000002,-0.07000000000000006,-1.07,0.0,-0.14756315629555097,-0.20503263657730103,0.6753239669275197
-1.1700000000000002,-0.07000000000000006,-1.07,0.25,-0.1653433447631609,-0.2469935451619718,0.6374275403777321
-1.1700000000000002,-0.07000000000000006,-1.07,0.5,-0.17891283495097043,-0.2790172854248219,0.5894344044929128
-1.1700000000000002,-0.07000000000000006,-1.07,0.75,-0.1874279416818593,-0.2991127763007729,0.5343285400114042
-1.1700000000000002,-0.07000000000000006,-1.07,1.0,-0.19035923686155,-0.30603057749808615,0.4755361626857485
-1.1700000000000002,-0.07000000000000006,-1.07,1.25,-0.18752446675326698,-0.2993405736441387,0.41671269778180386
-1.1700000000000002,-0.07000000000000006,-1.07,1.5,-0.1790998836323572,-0.2794587167760616,0.3615155034404748
-1.1700000000000002,-0.07000000000000006,-1.07,1.57,-0.1758025518211113,-0.27167707604952684,0.34718657518926527
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,0.0,-0.17691716219930848,-0.27430753546632425,0.612653545536125
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,0.25,-0.19048665238711804,-0.30633127572917446,0.5646604096513057
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,0.5,-0.19900175911800688,-0.3264267666051253,0.5095545451697969
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,0.75,-0.20193305429769767,-0.3333445678024388,0.4507621678441415
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,1.0,-0.19909828418941455,-0.3266545639484912,0.3919387029401966
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,1.25,-0.19067370106850487,-0.30677270708041426,0.33674150859886753
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,1.5,-0.17718310470962134,-0.2749351547620558,0.2886024790210319
-1.1700000000000002,-0.07000000000000006,-0.8200000000000001,1.57,-0.17260517813656004,-0.26413133461192095,0.27680991472170213
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,0.0,-0.19930935624647314,-0.32715269001206737,0.5333173603313405
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,0.25,-0.207824462977362,-0.3472481808880183,0.4782114958498316
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,0.5,-0.21075575815705272,-0.35416598208533157,0.41941911852417607
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,0.75,-0.20792098804876974,-0.3474759782313843,0.3605956536202314
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,1.0,-0.19949640492785992,-0.3275941213633071,0.3053984592789022
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,1.25,-0.18600580856897644,-0.2957565690449488,0.2572594297010664
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,1.5,-0.16828797891307296,-0.2539428260767859,0.2191716165882733
-1.1700000000000002,-0.07000000000000006,-0.5700000000000001,1.57,-0.16271409087968217,-0.24078855571253366,0.21064862077259866
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,0.0,-0.21334750026602164,-0.36028244445622265,0.44224815105063114
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,0.25,-0.21627879544571238,-0.36720024565353604,0.38345577372497575
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,0.5,-0.2134440253374293,-0.36051024179958846,0.324632308821031
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,0.75,-0.20501944221651963,-0.34062838493151165,0.26943511447970186
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,1.0,-0.19152884585763605,-0.3087908326131531,0.2212960849018661
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,1.25,-0.17381101620173264,-0.26697708964499034,0.18320827178907276
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,1.5,-0.15296756208189988,-0.21778693204321042,0.1575397908853506
-1.1700000000000002,-0.07000000000000006,-0.32000000000000006,1.57,-0.1467442699494079,-0.2031000802844169,0.15281628215269033
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,0.0,-0.21815877045546403,-0.37163695112881034,0.3451081600405247
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,0.25,-0.21532400034718097,-0.3649469472748629,0.2862846951365799
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,0.5,-0.2068994172262712,-0.3450650904067858,0.2310875007952509
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,0.75,-0.19340882086738778,-0.3132275380884276,0.1829484712174151
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,1.0,-0.1756909912114842,-0.27141379512026453,0.1448606581046218
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,1.25,-0.15484753709165155,-0.22222363751848484,0.11919217720089945
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,1.5,-0.13217440353143128,-0.16871547103410994,0.10753897032557487
-1.1700000000000002,-0.07000000000000006,-0.07000000000000006,1.57,-0.12568864146261088,-0.15340919518852653,0.10690863357098303
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,0.0,-0.2134440253374293,-0.36051024179958846,0.24793708145212887
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,0.25,-0.20501944221651958,-0.3406283849315115,0.19273988711079976
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,0.5,-0.19152884585763605,-0.3087908326131531,0.14460085753296406
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,0.75,-0.17381101620173264,-0.26697708964499034,0.10651304442017068
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,1.0,-0.15296756208189982,-0.2177869320432103,0.08084456351644848
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,1.25,-0.13029442852167963,-0.16427876555883564,0.06919135664112369
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,1.5,-0.10720132115030859,-0.10977946882127156,0.07227796375631415
-1.1700000000000002,-0.07000000000000006,0.17999999999999994,1.57,-0.10085634241732092,-0.09480543898623435,0.07577999026620481
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,0.0,-0.19949640492785994,-0.3275941213633072,0.1567765423115994
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,0.25,-0.18600580856897642,-0.29575656904494874,0.10863751273376361
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,0.5,-0.16828797891307293,-0.25394282607678587,0.07054969962097037
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,0.75,-0.14744452479324024,-0.20475266847500612,0.04488121871724799
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,1.0,-0.12477139123301995,-0.15124450199063116,0.033228011841923435
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,1.25,-0.10167828386164895,-0.09674520525306722,0.03631461895711366
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,1.5,-0.07960102024583113,-0.04464328057040169,0.05394912978213521
-1.1700000000000002,-0.07000000000000006,0.42999999999999994,1.57,-0.07379132489488827,-0.030932509395518296,0.06136578050991312
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,0.0,-0.17718310470962137,-0.27493515476205593,0.07729446341379834
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,0.25,-0.1594652750537179,-0.23312141179389312,0.03920665030100496
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,0.5,-0.13862182093388514,-0.1839312541921132,0.013538169397282706
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,0.75,-0.11594868737366495,-0.13042308770773853,0.0018849625219579105
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,1.0,-0.09285558000229388,-0.07592379097017433,0.0049715696371484125
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,1.25,-0.07077831638647604,-0.023821866287508764,0.022606080462169695
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,1.5,-0.05108955384835431,0.022643241015061426,0.05369206652528767
-1.1700000000000002,-0.07000000000000006,0.6799999999999999,1.57,-0.04617636059757575,0.03423828418517771,0.06456221005066362
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,0.0,-0.14789145761757025,-0.2058074214895404,0.0144326554593978
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,0.25,-0.12704800349773748,-0.15661726388776054,-0.011235825444324499
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,0.5,-0.10437486993751727,-0.10310909740338571,-0.02288903231964912
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,0.75,-0.08128176256614628,-0.048609800665821795,-0.019802425204458917
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,1.0,-0.05920449895032839,0.0034921240168438797,-0.0021679143794373
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,1.25,-0.03951573641220666,0.049957231319414104,0.02891807168368042
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,1.5,-0.023439626845429835,0.08789654591990503,0.07152275693401687
-1.1700000000000002,-0.07000000000000006,0.9299999999999999,1.57,-0.01972841425448418,0.09665493746061535,0.08517054038126756
-1.1700000000000002,-0.07000000000000006,1.05,0.0,-0.1318738176210184,-0.1680060939692014,-0.008643442379050452
-1.1700000000000002,-0.07000000000000006,1.05,0.25,-0.10998138637202703,-0.11634037017732064,-0.02773182983078542
-1.1700000000000002,-0.07000000000000006,1.05,0.5,-0.08692702983159693,-0.06193252466805231,-0.03234432243073416
-1.1700000000000002,-0.07000000000000006,1.05,0.75,-0.0641441562274507,-0.00816537375504535,-0.022194137729277117
-1.1700000000000002,-0.07000000000000006,1.05,1.0,-0.043049294293239074,0.04161810153489302,0.0020876349504704915
-1.1700000000000002,-0.07000000000000006,1.05,1.25,-0.024954020372728015,0.0843226058305783,0.03899127259013587
-1.1700000000000002,-0.07000000000000006,1.05,1.5,-0.010983410955259967,0.11729297989081003,0.08622228574114951
-1.1700000000000002,-0.07000000000000006,1.05,1.57,-0.007936319317872961,0.12448405853873498,0.1009106530680975
-1.1700000000000002,0.17999999999999994,-1.57,0.0,-0.021902795009529814,0.0915234399932546,0.7287371491556697
-1.1700000000000002,0.17999999999999994,-1.57,0.25,-0.044990631806296755,0.03703658171209691,0.7320727395281772
-1.1700000000000002,0.17999999999999994,-1.57,0.5,-0.06768269176800537,-0.01651625072191827,0.7206641178135801
-1.1700000000000002,0.17999999999999994,-1.57,0.75,-0.088568092513443,-0.06580540156697272,0.6952206168533308
-1.1700000000000002,0.17999999999999994,-1.57,1.0,-0.10634828098105287,-0.10776631015164344,0.6573241903035429
-1.1700000000000002,0.17999999999999994,-1.57,1.25,-0.11991777116886246,-0.13979005041449366,0.6093310544187238
-1.1700000000000002,0.17999999999999994,-1.57,1.5,-0.1284328778997513,-0.15988554129044452,0.554225189937215
-1.1700000000000002,0.17999999999999994,-1.57,1.57,-0.12983092806569888,-0.16318491324687662,0.5379800640612721
-1.1700000000000002,0.17999999999999994,-1.32,0.0,-0.06004752357335897,0.0015026018469268612,0.7341666406863454
-1.1700000000000002,0.17999999999999994,-1.32,0.25,-0.0827395835350676,-0.05205023058708837,0.7227580189717484
-1.1700000000000002,0.17999999999999994,-1.32,0.5,-0.10362498428050518,-0.10133938143214276,0.6973145180114989
-1.1700000000000002,0.17999999999999994,-1.32,0.75,-0.12140517274811513,-0.14330029001681355,0.6594180914617115
-1.1700000000000002,0.17999999999999994,-1.32,1.0,-0.13497466293592467,-0.1753240302796637,0.611424955576892
-1.1700000000000002,0.17999999999999994,-1.32,1.25,-0.14348976966681357,-0.19541952115561467,0.5563190910953834
-1.1700000000000002,0.17999999999999994,-1.32,1.5,-0.1464210648465043,-0.202337322352928,0.4975267137697279
-1.1700000000000002,0.17999999999999994,-1.32,1.57,-0.14620759108326342,-0.20183352830817458,0.4809000744577229
-1.1700000000000002,0.17999999999999994,-1.07,0.0,-0.09753050695933979,-0.08695653019236917,0.7152389120482356
-1.1700000000000002,0.17999999999999994,-1.07,0.25,-0.11841590770477742,-0.13624568103742368,0.6897954110879864
-1.1700000000000002,0.17999999999999994,-1.07,0.5,-0.1361960961723873,-0.17820658962209435,0.6518989845381987
-1.1700000000000002,0.17999999999999994,-1.07,0.75,-0.14976558636019688,-0.21023032988494456,0.6039058486533796
-1.1700000000000002,0.17999999999999994,-1.07,1.0,-0.1582806930910857,-0.23032582076089536,0.5487999841718706
-1.1700000000000002,0.17999999999999994,-1.07,1.25,-0.16121198827077649,-0.2372436219582088,0.4900076068462153
-1.1700000000000002,0.17999999999999994,-1.07,1.5,-0.15837721816249334,-0.23055361810426117,0.4311841419422705
-1.1700000000000002,0.17999999999999994,-1.07,1.57,-0.156565493234719,-0.22627798153193818,0.4152097530968053
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,0.0,-0.1320212348064116,-0.16835399573927323,0.6731307977330945
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,0.25,-0.14980142327402152,-0.210314904323944,0.6352343711833068
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,0.5,-0.16337091346183105,-0.2423386445867941,0.5872412352984876
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,0.75,-0.17188602019271995,-0.2624341354627451,0.5321353708169788
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,1.0,-0.17481731537241063,-0.26935193666005836,0.47334299349132325
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,1.25,-0.17198254526412762,-0.26266193280611094,0.41451952858737856
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,1.5,-0.16355796214321783,-0.2427800759380338,0.35932233424604954
-1.1700000000000002,0.17999999999999994,-0.8200000000000001,1.57,-0.1602606303319719,-0.2349984352114991,0.34499340599484
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,0.0,-0.16137524071016907,-0.23762889462829645,0.6104603763416997
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,0.25,-0.17494473089797863,-0.2696526348911466,0.5624672404568805
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,0.5,-0.1834598376288675,-0.2897481257670975,0.5073613759753716
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,0.75,-0.18639113280855832,-0.2966659269644111,0.4485689986497162
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,1.0,-0.18355636270027517,-0.2899759231104634,0.38974553374577137
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,1.25,-0.17513177957936546,-0.2700940662423864,0.33454833940444223
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,1.5,-0.16164118322048193,-0.23825651392402802,0.2864093098266066
-1.1700000000000002,0.17999999999999994,-0.5700000000000001,1.57,-0.15706325664742063,-0.2274526937738931,0.2746167455272769
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,0.0,-0.18376743475733376,-0.29047404917403963,0.5311241911369151
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,0.25,-0.19228254148822263,-0.31056954004999054,0.4760183266554063
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,0.5,-0.19521383666791337,-0.3174873412473039,0.4172259493297509
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,0.75,-0.19237906655963033,-0.3107973373933565,0.3584024844258061
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,1.0,-0.18395448343872053,-0.2909154805252793,0.30320529008447694
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,1.25,-0.1704638870798371,-0.2590779282069211,0.2550662605066412
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,1.5,-0.15274605742393357,-0.21726418523875818,0.216978447393848
-1.1700000000000002,0.17999999999999994,-0.32000000000000006,1.57,-0.1471721693905428,-0.20410991487450592,0.20845545157817333
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,0.0,-0.19780557877688226,-0.32360380361819485,0.4400549818562059
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,0.25,-0.20073687395657303,-0.33052160481550824,0.3812626045305505
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,0.5,-0.1979021038482899,-0.32383160096156066,0.3224391396266057
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,0.75,-0.18947752072738025,-0.3039497440934838,0.2672419452852766
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,1.0,-0.17598692436849664,-0.27211219177512525,0.2191029157074408
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,1.25,-0.15826909471259323,-0.23029844880696254,0.18101510259464748
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,1.5,-0.1374256405927605,-0.18110829120518263,0.15534662169092528
-1.1700000000000002,0.17999999999999994,-0.07000000000000006,1.57,-0.13120234846026851,-0.16642143944638915,0.15062311295826503
-1.1700000000000002,0.17999999999999994,0.17999999999999994,0.0,-0.20261684896632468,-0.3349583102907826,0.3429149908460994
-1.1700000000000002,0.17999999999999994,0.17999999999999994,0.25,-0.1997820788580416,-0.32826830643683513,0.2840915259421546
-1.1700000000000002,0.17999999999999994,0.17999999999999994,0.5,-0.19135749573713182,-0.308386449568758,0.22889433160082556
-1.1700000000000002,0.17999999999999994,0.17999999999999994,0.75,-0.1778668993782484,-0.2765488972503998,0.18075530202298978
-1.1700000000000002,0.17999999999999994,0.17999999999999994,1.0,-0.16014906972234486,-0.2347351542822368,0.14266748891019648
-1.1700000000000002,0.17999999999999994,0.17999999999999994,1.25,-0.13930561560251217,-0.18554499668045704,0.11699900800647413
-1.1700000000000002,0.17999999999999994,0.17999999999999994,1.5,-0.11663248204229193,-0.1320368301960822,0.10534580113114955
-1.1700000000000002,0.17999999999999994,0.17999999999999994,1.57,-0.11014671997347153,-0.11673055435049882,0.10471546437655772
-1.1700000000000002,0.17999999999999994,0.42999999999999994,0.0,-0.1979021038482899,-0.32383160096156066,0.2457439122577036
-1.1700000000000002,0.17999999999999994,0.42999999999999994,0.25,-0.18947752072738017,-0.30394974409348363,0.19054671791637445
-1.1700000000000002,0.17999999999999994,0.42999999999999994,0.5,-0.17598692436849664,-0.27211219177512525,0.14240768833853876
-1.1700000000000002,0.17999999999999994,0.42999999999999994,0.75,-0.15826909471259323,-0.23029844880696254,0.10431987522574539
