Distance,size_pixel_x,size_pixel_y,
25,19.636,19.663
30,16.593,16.511
35,13.595,13.576
40,11.805,11.857
45,10.539,10.571
50,9.3526,9.3639
55,8.4514,8.4567
60,7.6681,7.6909
65,7.0288,7.05
